id;Артикул;"Название товара *";"Стоимость товара *";"Стоимость со скидкой";"Раздел товара *";"Товар в наличии";"Поставка под заказ *";"Срок поставки (дни) *";"Краткий текст";"Текст полностью";"Заголовок страницы (title)";"Описание страницы (description)";"Ключевые слова страницы (keywords)";"ЧПУ страницы (slug)";"С этим товаром покупают";"Рекламные метки";"Показывать на сайте *";"Удалить *";"Ед. измерения";Вес;"Габариты, см";НДС;"Передавать в Яндекс.Маркет";"Передавать в ВКонтакте"
61677925;32767;"Столешница СКИФ Берилл бежевый № 156 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Берилл бежевый № 156 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Берилл бежевый № 156 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Берилл бежевый № 156 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Берилл бежевый № 156 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61677948;32767;"Столешница СКИФ Марсель №174 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Марсель №174 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Марсель №174 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Марсель №174 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Марсель №174 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61677958;32767;"Столешница СКИФ Королевский опал ТЕМНЫЙ  №183 О (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Королевский опал ТЕМНЫЙ&nbsp; №183 О (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Королевский опал ТЕМНЫЙ  №183 О (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Королевский опал ТЕМНЫЙ  №183 О (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Королевский опал ТЕМНЫЙ  №183 О (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61677970;32767;"Столешница СКИФ Шоколадный опал №184 О (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Шоколадный опал №184 О (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Шоколадный опал №184 О (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Шоколадный опал №184 О (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Шоколадный опал №184 О (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61677989;32767;"Столешница СКИФ Золотая Венеция №186 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Золотая Венеция №186 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Золотая Венеция №186 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Золотая Венеция №186 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Золотая Венеция №186 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678011;32767;"Столешница СКИФ Венеция № 187 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Венеция № 187 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Венеция № 187 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Венеция № 187 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Венеция № 187 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678190;32767;"Столешница СКИФ Альберика № 189 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Альберика № 189 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Альберика № 189 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Альберика № 189 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Альберика № 189 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678204;32767;"Столешница СКИФ Версаль № 190 БТ  (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Версаль № 190 БТ&nbsp; (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Версаль № 190 БТ  (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Версаль № 190 БТ  (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Версаль № 190 БТ  (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678208;32767;"Столешница СКИФ Дуб Сальва серый №197 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Дуб Сальва серый №197 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Дуб Сальва серый №197 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Дуб Сальва серый №197 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Дуб Сальва серый №197 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678224;32767;"Столешница СКИФ Дуб Сальва золотой №198 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Дуб Сальва золотой №198 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Дуб Сальва золотой №198 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Дуб Сальва золотой №198 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Дуб Сальва золотой №198 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678237;32767;"Столешница СКИФ Дуб Норманд № 199 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Дуб Норманд № 199 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Дуб Норманд № 199 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Дуб Норманд № 199 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Дуб Норманд № 199 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678248;32767;"Столешница СКИФ Мрамор марквина черный № 20 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Мрамор марквина черный № 20 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Мрамор марквина черный № 20 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Мрамор марквина черный № 20 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Мрамор марквина черный № 20 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678265;32767;"Столешница СКИФ Луанда № 200 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Луанда № 200 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Луанда № 200 (3000*600*38)в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Луанда № 200 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Луанда № 200 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678332;32767;"Столешница СКИФ Дуб Флагстаф слэб № 202 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Дуб Флагстаф слэб № 202 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить  Столешница СКИФ Дуб Флагстаф слэб № 202 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Дуб Флагстаф слэб № 202 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Дуб Флагстаф слэб № 202 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678350;32767;"Столешница СКИФ Мрамор Империал № 206 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Мрамор Империал № 206 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Мрамор Империал № 206 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Мрамор Империал № 206 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Мрамор Империал № 206 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678374;32767;"Столешница СКИФ Мрамор Империал тёмный  № 207 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Мрамор Империал тёмный&nbsp; № 207 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Мрамор Империал тёмный  № 207 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Мрамор Империал тёмный  № 207 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Мрамор Империал тёмный  № 207 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678389;32767;"Столешница СКИФ Скала № 209 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Скала № 209 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Скала № 209 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Скала № 209 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Скала № 209 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678391;32767;"Столешница СКИФ Мрамор Пиетра Грей № 212 КН (3000*600*38)";7500;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Мрамор Пиетра Грей № 212 КН (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Мрамор Пиетра Грей № 212 КН (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Мрамор Пиетра Грей № 212 КН (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Мрамор Пиетра Грей № 212 КН (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678393;32767;"Столешница СКИФ Калангут № 213 СЛ (3000*600*38)";7500;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Калангут № 213 СЛ (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Калангут № 213 СЛ (3000*600*38)в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Калангут № 213 СЛ (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Калангут № 213 СЛ (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678424;32767;"Столешница СКИФ Мрамор Лавант № 215 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Мрамор Лавант № 215 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить  Столешница СКИФ Мрамор Лавант № 215 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Мрамор Лавант № 215 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Мрамор Лавант № 215 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678436;32767;"Столешница СКИФ Вулканический песок № 216Т (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Вулканический песок № 216Т (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Вулканический песок № 216Т (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Вулканический песок № 216Т (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Вулканический песок № 216Т (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678446;32767;"Столешница СКИФ Витория № 219 СТ (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Витория № 219 СТ (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Витория № 219 СТ (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Витория № 219 СТ (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Витория № 219 СТ (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61678460;32767;"Столешница СКИФ Лигурия № 220 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Лигурия № 220 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Лигурия № 220 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Лигурия № 220 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Лигурия № 220 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61680004;32767;"Столешница СКИФ Дуб Корсика тёмный №233 П (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Дуб Корсика тёмный №233 П (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Дуб Корсика тёмный №233 П (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Дуб Корсика тёмный №233 П (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Дуб Корсика тёмный №233 П (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61680022;32767;"Столешница СКИФ Белый Тунис № 259Б (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Белый Тунис № 259Б (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Белый Тунис № 259Б (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Белый Тунис № 259Б (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Белый Тунис № 259Б (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61680039;32767;"Столешница СКИФ Паладина коричневая №261 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Паладина коричневая №261 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Паладина коричневая №261 (3000*600*38)в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Паладина коричневая №261 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Паладина коричневая №261 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61680049;32767;"Столешница СКИФ Паладина серая № 262 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Паладина серая № 262 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Паладина серая № 262 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Паладина серая № 262 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Паладина серая № 262 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61680054;32767;"Столешница СКИФ Паладина белая № 263 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Паладина белая № 263 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Паладина белая № 263 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Паладина белая № 263 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Паладина белая № 263 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61680055;32767;"Столешница СКИФ Аламбра №288 Т (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Аламбра №288 Т (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Аламбра №288 Т (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Аламбра №288 Т (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Аламбра №288 Т (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
61706635;32767;"Столешница СКИФ Канадский дуб  № 323 (3000*600*38)";6700;;"КУХНЯ => Столешницы";10;0;1;"<p>Столешница СКИФ Канадский дуб&nbsp; № 323 (3000*600*38)</p><p>Производитель:&nbsp;Скиф г. Санкт-Петербург</p><p>Ширина:<span>&nbsp;</span>3000</p>
<p>Высота:<span>&nbsp;</span>38</p>
<p>Глубина:<span>&nbsp;</span>600</p>
<p>Тип поверхности:<span>&nbsp;</span>Матовый</p>";;"Купить Столешница СКИФ Канадский дуб  № 323 (3000*600*38) в Краснодар недорого — Мебель на Кубани";"Купить Столешница СКИФ Канадский дуб  № 323 (3000*600*38) Мебель на Кубани: Краснодар, Ростовское шоссе, 14/2. Доставка по городу и краю, профессиональная сборка. Гарантия качест";"Столешница СКИФ Канадский дуб  № 323 (3000*600*38) Краснодар, каталог мебели";;;;1;0;шт;0г;;;1;1
